GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6
0011,0.101447,0.898553,0.0,0.0,0.898553,0.191573297,0.706979703,0.398876662,0.499676338,0.0,0.413319105,0.395098247,0.090135649,0.368659,0.631341,0.010019717,0.080780826,0.010646457,0.141791781,0.0,0.028358356,0.0,0.141791781,0.056716713,0.0,0.0,0.0,0.0,0.237213547,0.13826541,0.023397706,0.0,0.11917597,0.0,0.0,0.0,0.279700692
0012,0.05774,0.925928,0.016332,0.0,0.925928,0.090738166,0.835189834,0.750736867,0.175191133,0.142733653,0.696828413,0.02850099,0.05786587,0.236102,0.763898,0.023096,0.034644,0.0,0.0,0.0,0.026207322,0.209894678,0.0,0.0,0.0,0.0,0.0,0.0,0.240235797,0.390383171,0.120117899,0.060058949,0.030029475,0.060058949,0.270265272,0.030029475,0.300294747
0013,0.963787,0.0,0.036213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106602,0.893398,0.60432529,0.35946171,0.0,0.0,0.0,0.0,0.0,0.106602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0014,0.297148,0.676611,0.026241,0.0,0.676611,0.057991652,0.618619348,0.0,0.676611,0.108210397,0.123884091,0.444517188,0.0,0.858964,0.141036,0.23109616,0.06605184,0.0,0.0,0.0,0.0,0.031781668,0.381380016,0.445802316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0015,0.167845,0.821748,0.010406,0.0,0.821748,0.170772382,0.650975618,0.644164148,0.177583852,0.0,0.401289131,0.420458869,0.0,0.159358,0.840642,0.0,0.15690973,0.01093527,0.0,0.0,0.079679,0.0,0.0398395,0.0398395,0.0,0.0,0.0,0.0,0.208066308,0.374640071,0.061457769,0.0,0.427768154,0.0,0.0,0.0,0.216395995
0016,0.667026,0.332974,0.0,0.332974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054663,0.945337,0.0,0.121155268,0.545870732,0.0,0.0,0.054663,0.0,0.0,0.0,0.0,0.16810259,0.0,0.16487141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0017,0.014165,0.985835,0.0,0.034984327,0.950850673,0.58220872,0.368641954,0.950850673,0.0,0.0,0.171135055,0.665745706,0.113969913,0.04276,0.95724,0.0,0.014165,0.0,0.04276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034984327,0.038341152,0.603045662,0.30946386,0.021976061,0.89290203,0.035972583,0.0,0.0,0.0
0018,0.024009,0.970351,0.005641,0.0,0.970351,0.215849728,0.754501272,0.943386886,0.026964114,0.210153768,0.611087275,0.149108986,0.0,0.183737,0.816263,0.0,0.024009,0.0,0.0,0.0,0.0734948,0.1102422,0.0,0.0,0.0,0.0,0.0,0.0,0.220028954,0.503328979,0.220028954,0.251884299,0.566032132,0.031131767,0.0,0.0,0.094338689
0019,0.061968,0.936945,0.001086,0.0,0.936945,0.224031982,0.712913018,0.702556028,0.234388972,0.022883945,0.528433232,0.352440294,0.033187529,0.165173,0.834827,0.006725449,0.055242551,0.0,0.0,0.0,0.0660692,0.0991038,0.0,0.0,0.0,0.0,0.0,0.0,0.054594224,0.205807465,0.442154339,0.129633531,0.392163262,0.0,0.0,0.0,0.180759235
0020,0.539976,0.395343,0.064681,0.053621557,0.341721443,0.0,0.341721443,0.293274227,0.048447216,0.115905079,0.156569589,0.069246775,0.0,0.137646,0.862354,0.377040402,0.162935598,0.0,0.0,0.0,0.045881954,0.045881954,0.045881954,0.0,0.0,0.053621557,0.0,0.0,0.121253936,0.172020291,0.0,0.0,0.208569005,0.0,0.0,0.0,0.084705222
0021,0.097647,0.902353,0.0,0.874380057,0.027972943,0.0,0.027972943,0.0,0.027972943,0.0,0.0,0.027972943,0.0,0.160803,0.839197,0.0,0.021745596,0.075901404,0.053547399,0.0,0.0,0.0,0.107255601,0.0,0.0,0.585449911,0.254054623,0.034876397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0022,0.380117,0.611888,0.007995,0.0,0.611888,0.0,0.611888,0.522436705,0.089451295,0.058976213,0.552911787,0.0,0.0,0.0,1.0,0.045233543,0.334883457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422349326,0.0,0.100087379,0.0,0.043447926,0.0,0.0,0.073722088,0.405266691
0023,0.324664,0.675336,0.0,0.0,0.675336,0.0,0.675336,0.483289351,0.192046649,0.0,0.134815975,0.540520025,0.0,0.222354,0.777646,0.061683563,0.262980437,0.0,0.0,0.037095985,0.037095985,0.0,0.111066045,0.0,0.037095985,0.0,0.0,0.0,0.204702521,0.27858683,0.0,0.069232649,0.312718174,0.0,0.0,0.0,0.101338528
0024,0.45445,0.484913,0.060637,0.081755362,0.403157638,0.0,0.403157638,0.256808996,0.146348642,0.0,0.109219436,0.242875465,0.05106314,0.06791,0.93209,0.33963139,0.11481861,0.0,0.0,0.0,0.033105242,0.033105242,0.0,0.001699448,0.0,0.081755362,0.0,0.0,0.192606747,0.0,0.064202249,0.064202249,0.0,0.0,0.0,0.0,0.192606747
0025,0.509087,0.449896,0.041017,0.0,0.449896,0.14279789,0.30709811,0.056340926,0.393555074,0.0,0.199917586,0.249978414,0.0,0.388229,0.611771,0.025360678,0.438174235,0.045551577,0.0,0.000776,0.022882605,0.068259976,0.182285162,0.114025187,0.0,0.0,0.0,0.0,0.0,0.056340926,0.0,0.0,0.0,0.0,0.0,0.056340926,0.0
0026,0.118984,0.881016,0.0,0.056523344,0.824492656,0.017066998,0.807425658,0.587219335,0.237273321,0.075466637,0.47390931,0.236442233,0.038673653,0.353909,0.646091,0.039621672,0.079362328,0.0,0.202284475,0.0,0.025152667,0.025152667,0.101319192,0.0,0.0,0.03770107,0.0,0.018822273,0.227919789,0.320240652,0.039058894,0.086161519,0.02432145,0.036670673,0.051086321,0.068672365,0.32030642
0027,0.281147,0.718853,0.0,0.0,0.718853,0.136727278,0.582125722,0.24315634,0.47569666,0.328424527,0.390428473,0.0,0.0,0.501648,0.498352,0.195230445,0.085916555,0.0,0.0,0.026560757,0.079181124,0.10574188,0.10574188,0.184421858,0.0,0.0,0.0,0.0,0.143897734,0.099258607,0.0,0.086790522,0.050227589,0.0,0.0,0.0,0.106138229
0028,0.759429,0.173284,0.067286,0.0,0.173284,0.0,0.173284,0.0,0.173284,0.0,0.0,0.173284,0.0,0.158224,0.841776,0.105385203,0.654043797,0.0,0.0,0.0,0.0,0.079112,0.079112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0029,0.464224,0.385299,0.150477,0.0,0.385299,0.0,0.385299,0.155370666,0.229928334,0.0,0.08041691,0.172465227,0.132416863,0.095347,0.904653,0.346656487,0.117567513,0.0,0.0,0.0,0.0476735,0.0,0.0476735,0.0,0.0,0.0,0.0,0.0,0.0,0.155370666,0.0,0.0,0.0,0.0,0.0,0.0,0.155370666
0030,0.210289,0.750552,0.039159,0.0,0.750552,0.0,0.750552,0.101094851,0.649457149,0.031813648,0.234579774,0.449185107,0.034973472,0.900052,0.099948,0.071033101,0.110882235,0.028373664,0.0,0.0,0.0,0.0,0.5175299,0.3825221,0.0,0.0,0.0,0.0,0.0,0.101094851,0.0,0.0,0.0,0.0,0.0,0.0,0.101094851
0031,0.44,0.22,0.34,0.02002,0.19998,0.019998,0.179982,0.0,0.19998,0.079992,0.019998,0.039996,0.059994,0.818,0.182,0.39996,0.04004,0.0,0.0,0.030266,0.0,0.0,0.606138,0.181596,0.0,0.0,0.02002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0032,0.737,0.189,0.074,0.0,0.189,0.0,0.189,0.0,0.189,0.0,0.0,0.118125,0.070875,0.056,0.944,0.358919,0.378081,0.0,0.0,0.0,0.0,0.00476,0.05124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0033,0.581705,0.408631,0.009665,0.0,0.408631,0.0,0.408631,0.153762533,0.254868467,0.0,0.274506864,0.134124136,0.0,0.057024,0.942976,0.0,0.566818006,0.014886994,0.0,0.0,0.0,0.038035008,0.018988992,0.0,0.0,0.0,0.0,0.0,0.0,0.153762533,0.0,0.0,0.073984842,0.0,0.0,0.0,0.079777691
0034,0.056286,0.943714,0.0,0.0,0.943714,0.082691996,0.861022004,0.840214998,0.103499002,0.040734471,0.659762726,0.243216803,0.0,0.118536,0.881464,0.032227788,0.024058212,0.0,0.0,0.0,0.0,0.039472488,0.079063512,0.0,0.0,0.0,0.0,0.0,0.622245583,0.217969415,0.0,0.0,0.456059459,0.072702964,0.0,0.0,0.311451736
0035,0.088929,0.858129,0.052942,0.262197025,0.595931975,0.494972755,0.10095922,0.15429096,0.441641015,0.113762222,0.075963449,0.406206304,0.0,0.548217,0.451783,0.012716847,0.025433694,0.050778459,0.047742574,0.023596904,0.047742574,0.071339478,0.286455991,0.071339478,0.0,0.143220143,0.0,0.118976882,0.0,0.050246857,0.104044103,0.0,0.131134818,0.0,0.0,0.0,0.023156142
0036,0.210029,0.763775,0.026196,0.0,0.763775,0.0,0.763775,0.158350416,0.605424584,0.0,0.061462502,0.516487568,0.185825694,0.862427,0.137573,0.045341061,0.146834634,0.017853305,0.0,0.0,0.0,0.0,0.324729638,0.537697362,0.0,0.0,0.0,0.0,0.158350416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158350416
0037,0.030888,0.923556,0.045557,0.0,0.923556,0.560606804,0.362949196,0.70376999,0.21978601,0.313131662,0.610424338,0.0,0.0,0.354168,0.645832,0.010285704,0.020602296,0.0,0.0,0.0,0.101292048,0.151938072,0.06729192,0.03364596,0.0,0.0,0.0,0.0,0.09438752,0.357271651,0.25211082,0.017230401,0.623019422,0.042375399,0.0,0.021144769,0.0
0038,0.666566,0.28869,0.044745,0.0,0.28869,0.0,0.28869,0.0,0.28869,0.0,0.0,0.167215599,0.121474401,0.070831,0.929169,0.526420499,0.140145502,0.0,0.0354155,0.0,0.0354155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0039,0.051,0.949,0.0,0.025623,0.923377,0.051709112,0.871667888,0.897522444,0.025854556,0.076716931,0.769943137,0.076716931,0.0,0.256,0.744,0.0255,0.0255,0.0,0.0,0.0,0.1024,0.1536,0.0,0.0,0.0,0.0,0.0,0.025623,0.128345709,0.410167757,0.359008978,0.0,0.179504489,0.179504489,0.436195908,0.0,0.102317559
0040,0.285681,0.66436,0.049959,0.66436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035354,0.964646,0.0,0.0,0.285681,0.0,0.0,0.035354,0.0,0.0,0.0,0.0,0.0,0.0,0.66436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0041,0.143196,0.852137,0.004667,0.0,0.852137,0.056263198,0.795873802,0.5669881,0.2851489,0.129069783,0.492634034,0.100456727,0.129976457,0.123123,0.876877,0.008653334,0.134542666,0.0,0.0,0.0,0.040999959,0.082123041,0.0,0.0,0.0,0.0,0.0,0.0,0.517001862,0.049986238,0.0,0.0,0.0,0.0,0.0,0.125871358,0.441116742
0042,0.520655,0.478805,0.000539,0.0,0.478805,0.0,0.478805,0.21636384,0.26244116,0.0,0.13320786,0.255728793,0.089868826,0.0,1.0,0.511308722,0.009346278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21636384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21636384
0043,0.046516,0.953484,0.0,0.28528718,0.66819682,0.26606261,0.40213421,0.263488047,0.404708772,0.295565504,0.294876593,0.077754723,0.0,0.552692,0.447308,0.021896244,0.0,0.024619756,0.0,0.0,0.122697624,0.337694812,0.061348812,0.030950752,0.0,0.096597669,0.048087722,0.14060179,0.043794348,0.072708209,0.146985753,0.0,0.18065004,0.0,0.015863825,0.0,0.066974182
0044,0.067698,0.932302,0.0,0.043521722,0.888780278,0.212314499,0.676465779,0.836577768,0.05220251,0.109037342,0.637861608,0.141881328,0.0,0.221332,0.778668,0.008345336,0.050534052,0.008818612,0.0,0.0442664,0.0442664,0.1327992,0.0,0.0,0.0,0.043521722,0.0,0.0,0.389506426,0.354495646,0.092575696,0.0,0.070917534,0.611213757,0.05333016,0.0,0.101116318
0045,0.410286,0.573066,0.016648,0.0,0.573066,0.0,0.573066,0.137459622,0.435606378,0.0,0.0,0.573066,0.0,0.0,1.0,0.373337694,0.036948306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137459622,0.0,0.0,0.0,0.0,0.0,0.0,0.137459622
0046,0.622212,0.377788,0.0,0.0,0.377788,0.0,0.377788,0.171966831,0.205821169,0.0,0.199616757,0.113586118,0.064585503,0.085417,0.914583,0.54638489,0.07582711,0.0,0.085417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171966831,0.0,0.0,0.171966831,0.0,0.0,0.0,0.0,0.0
0047,0.318329,0.650412,0.03126,0.0,0.650412,0.080435802,0.569976198,0.523720848,0.126691152,0.513595234,0.136816766,0.0,0.0,0.42117,0.57883,0.210726795,0.107602205,0.0,0.0,0.0,0.03832647,0.26786412,0.11497941,0.0,0.0,0.0,0.0,0.0,0.373936686,0.074892081,0.074892081,0.0,0.236559994,0.074332224,0.0,0.0,0.212829155
0048,0.571791,0.369536,0.058673,0.0,0.369536,0.0,0.369536,0.226924297,0.142611703,0.178137785,0.0,0.0,0.191398215,0.050571,0.949429,0.059083736,0.512707264,0.0,0.0,0.0,0.050571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226924297,0.0,0.0,0.0,0.0,0.0,0.226924297,0.0
0049,0.328522,0.671478,0.0,0.671478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102851,0.897149,0.0,0.03977153,0.28875047,0.0,0.0,0.0514255,0.0514255,0.0,0.0,0.0,0.610373502,0.061104498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0050,0.031715,0.918682,0.049602,0.071318202,0.847363798,0.673785561,0.173578237,0.706428556,0.140935242,0.25910436,0.515915753,0.072343684,0.0,0.512094,0.487906,0.0,0.003696986,0.028018014,0.0,0.0,0.027898369,0.111424997,0.29190587,0.080864764,0.0,0.047569241,0.023748961,0.0,0.0,0.174110621,0.532317936,0.064284999,0.642143557,0.0,0.0,0.0,0.0
0051,0.693701,0.306299,0.0,0.033999189,0.272299811,0.0,0.272299811,0.128372478,0.143927333,0.0,0.034037476,0.238262335,0.0,0.315102,0.684898,0.0,0.664565558,0.029135442,0.0,0.0,0.200404872,0.086022846,0.0,0.0,0.028674282,0.0,0.0,0.033999189,0.085624443,0.0,0.042748035,0.0,0.042748035,0.0,0.0,0.0,0.085624443
0052,0.107162,0.820145,0.072692,0.734758884,0.085386116,0.0,0.085386116,0.0,0.085386116,0.07123166,0.0,0.014154456,0.0,0.631488,0.368512,0.0,0.0,0.107162,0.0,0.06630624,0.0,0.033468864,0.265856448,0.06630624,0.199550208,0.388148137,0.210149858,0.136460889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0053,0.74821,0.190397,0.061393,0.0,0.190397,0.0,0.190397,0.0,0.190397,0.0,0.089722682,0.100674318,0.0,0.275369,0.724631,0.333398635,0.414811365,0.0,0.0,0.030565959,0.030565959,0.0,0.153105164,0.030565959,0.030565959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0054,0.201227,0.779669,0.019104,0.533293596,0.246375404,0.0,0.246375404,0.095563845,0.150811559,0.0,0.036548806,0.168122634,0.041703965,0.08317,0.91683,0.0,0.05342597,0.14780103,0.027723306,0.0,0.0,0.027723306,0.0,0.0,0.027723306,0.449319053,0.0,0.083974543,0.095563845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095563845
0055,0.581,0.419,0.0,0.116482,0.302518,0.209342456,0.093175544,0.0,0.302518,0.139623553,0.139623553,0.0,0.023270592,0.395,0.605,0.02324,0.53452,0.02324,0.0,0.04656339,0.04656339,0.185858955,0.092732175,0.0,0.023281695,0.0698892,0.0465928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0056,0.800606,0.179061,0.020333,0.0,0.179061,0.0,0.179061,0.140774893,0.038286107,0.0,0.085763236,0.093297764,0.0,0.165553,0.834447,0.568564762,0.232041238,0.0,0.118204842,0.0,0.0,0.023674079,0.023674079,0.0,0.0,0.0,0.0,0.0,0.140774893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140774893
0057,0.14475,0.85525,0.0,0.024147984,0.831102016,0.079759198,0.751342818,0.581595218,0.249506799,0.152858776,0.448531629,0.186522563,0.043189047,0.4834,0.5166,0.09517877,0.04957123,0.0,0.0,0.053603743,0.02704333,0.02704333,0.21441497,0.134250815,0.02704333,0.024147984,0.0,0.0,0.370554087,0.194533713,0.016506835,0.122845123,0.050543532,0.064646053,0.03964502,0.0,0.303916071
0058,0.081274,0.918726,0.0,0.0,0.918726,0.177311362,0.741414638,0.212319416,0.706406584,0.0,0.115167816,0.677424454,0.12613373,0.384524,0.615476,0.018390031,0.062883969,0.0,0.384524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153818623,0.058500793,0.0,0.0,0.036249719,0.0,0.0,0.0,0.176069698
0059,0.606029,0.39173,0.002241,0.252002259,0.139727741,0.073091162,0.066636579,0.0,0.139727741,0.0,0.0,0.081030772,0.058696969,0.042173,0.957827,0.001687185,0.128248463,0.476093352,0.003120802,0.0,0.0,0.039052198,0.0,0.0,0.0,0.168085507,0.0,0.083916752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0060,0.605386,0.351699,0.042915,0.066229142,0.285469858,0.228160357,0.057309501,0.0,0.285469858,0.0,0.0,0.203682173,0.081787685,0.675816,0.324184,0.0,0.57543816,0.02994784,0.0,0.0,0.0,0.0,0.2365356,0.4392804,0.0,0.0,0.0,0.066229142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0061,0.890269,0.102642,0.007089,0.0,0.102642,0.075756057,0.026885943,0.0,0.102642,0.046192492,0.0,0.056449508,0.0,0.029504,0.970496,0.048703056,0.800829015,0.040736929,0.0,0.0,0.0,0.0,0.029504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0062,0.513056,0.448068,0.038876,0.0,0.448068,0.0,0.448068,0.221165917,0.226902083,0.240986205,0.207081795,0.0,0.0,0.373439,0.626561,0.513056,0.0,0.0,0.0,0.046709003,0.0,0.0,0.223011796,0.103718201,0.0,0.0,0.0,0.0,0.221165917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.221165917
0063,0.324886,0.661484,0.013631,0.347846653,0.313637347,0.055386787,0.258250559,0.121547331,0.192090016,0.044524585,0.192326812,0.07678595,0.0,0.170498,0.829502,0.0,0.076942426,0.247943574,0.0,0.0,0.0426245,0.0,0.1278735,0.0,0.0,0.098245113,0.099385354,0.150215838,0.0,0.068179909,0.053367422,0.0,0.053682473,0.0,0.0,0.0,0.067864858
0064,0.277399,0.713335,0.009266,0.0,0.713335,0.0,0.713335,0.153426232,0.559908768,0.0,0.0,0.713335,0.0,0.155862,0.844138,0.236238536,0.041160464,0.0,0.0,0.0,0.078596219,0.038149718,0.039116063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153426232,0.0,0.0,0.0,0.0,0.153426232,0.0
0065,0.863329,0.091456,0.045214,0.0,0.091456,0.037276642,0.054179358,0.0,0.091456,0.026313903,0.065142097,0.0,0.0,0.521313,0.478687,0.229762063,0.633566937,0.0,0.0,0.173597229,0.0,0.0,0.347715771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0066,0.47456,0.50964,0.0158,0.0,0.50964,0.0,0.50964,0.21965535,0.28998465,0.107963667,0.401676333,0.0,0.0,0.130641,0.869359,0.458130733,0.016429267,0.0,0.0,0.0,0.043503453,0.087137547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21965535,0.0,0.0,0.0,0.0,0.0,0.21965535
0067,0.090742,0.909258,0.0,0.062738802,0.846519198,0.425065224,0.421453974,0.674716434,0.171802764,0.0,0.0,0.418098371,0.428420827,0.748742,0.251258,0.0,0.090742,0.0,0.511153435,0.0,0.0,0.033727083,0.101930741,0.101930741,0.0,0.062738802,0.0,0.0,0.089827023,0.224905253,0.359984158,0.0,0.494567146,0.0,0.0,0.0,0.180149288
0068,0.685232,0.25409,0.060679,0.0,0.25409,0.0,0.25409,0.0,0.25409,0.0,0.047232536,0.206857464,0.0,0.0,1.0,0.635325183,0.049906817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0069,0.679158,0.271105,0.049738,0.0,0.271105,0.0,0.271105,0.253544445,0.017560555,0.0,0.0,0.1988341,0.0722709,0.13357,0.86643,0.300385471,0.378772529,0.0,0.0333925,0.0,0.066785,0.0333925,0.0,0.0,0.0,0.0,0.0,0.0,0.126772222,0.126772222,0.0,0.0,0.253544445,0.0,0.0,0.0,0.0
0070,0.283855,0.701154,0.014991,0.0,0.701154,0.0,0.701154,0.209178077,0.491975923,0.0,0.078388316,0.542681276,0.080084408,0.775,0.225,0.235353832,0.048501168,0.0,0.0,0.03255,0.096875,0.096875,0.258075,0.290625,0.0,0.0,0.0,0.0,0.0,0.209178077,0.0,0.0,0.0,0.0,0.0,0.0,0.209178077
0071,0.062,0.889,0.049,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.652,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.021576,0.0,0.326424,0.185801,0.06223,0.640969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0072,0.309681,0.690319,0.0,0.0,0.690319,0.0,0.690319,0.174707313,0.515611687,0.0,0.083052279,0.607266721,0.0,0.194068,0.805932,0.083309763,0.226371237,0.0,0.027723972,0.027723972,0.027723972,0.0,0.055447945,0.055447945,0.0,0.0,0.0,0.0,0.096799557,0.077907756,0.0,0.0,0.0,0.0,0.0,0.0,0.174707313
0073,0.465067,0.520761,0.014173,0.066321517,0.454439483,0.0,0.454439483,0.0,0.454439483,0.0,0.067305668,0.387133814,0.0,0.547006,0.452994,0.089324023,0.375742977,0.0,0.0,0.026263399,0.051979245,0.0,0.146953709,0.321810194,0.0,0.066321517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0074,0.494262,0.505738,0.0,0.077454786,0.428283214,0.092722459,0.335560755,0.059062397,0.369220817,0.0,0.081447904,0.34683531,0.0,0.282989,0.717011,0.0,0.4656813,0.0285807,0.2263912,0.0282989,0.0,0.0,0.0282989,0.0,0.0,0.038727393,0.0,0.038727393,0.059062397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059062397
